id_fichero,tipo,text1,text2
17669280,Support,T2,T3,
17878480,Support,T4,T6,
17878480,Support,T3,T6,
17878480,Support,T2,T6,
17878480,Support,T1,T6,
17878480,Support,T5,T6,
17889449,Support,T2,T4,
17889449,Support,T1,T4,
17912635,Support,T3,T7,
17912635,Support,T7,T8,
17912635,Support,T4,T7,
17912635,Support,T5,T7,
17912635,Support,T8,T9,
17932908,Support,T1,T3,
17932908,Support,T2,T3,
17932908,Support,T3,T5,
17947724,Support,T7,T8,
17947724,Support,T6,T8,
17947724,Support,T5,T8,
17999405,Support,T4,T5,
17999405,Partial-Attack,T2,T1,
17999405,Support,T1,T5,
17999405,Support,T3,T5,
18025439,Support,T4,T5,
18025439,Support,T3,T5,
18025439,Support,T1,T5,
18025439,Support,T2,T5,
18064563,Support,T3,T2,
18065731,Attack,T2,T1,
18065731,Support,T1,T4,
18065731,Support,T3,T4,
18065731,Attack,T6,T4,
18065731,Support,T6,T5,
18086760,Support,T5,T6,
18086760,Support,T3,T6,
18086760,Support,T4,T6,
18086760,Support,T2,T5,
18086760,Support,T1,T5,
18093738,Support,T3,T4,
18093738,Support,T2,T4,
18165645,Partial-Attack,T3,T2,
18165645,Partial-Attack,T6,T5,
18165645,Attack,T5,T4,
18165645,Support,T1,T4,
18165645,Attack,T2,T4,
18182665,Support,T1,T4,
18182665,Support,T2,T4,
18182665,Support,T3,T4,
18187401,Support,T1,T2,
18187401,Attack,T5,T3,
18187401,Support,T2,T4,
18187401,Support,T3,T4,
18194401,Support,T1,T5,
18194401,Support,T5,T4,
18194401,Support,T3,T4,
18194401,Support,T2,T4,
18216523,Partial-Attack,T3,T2,
18216523,Support,T4,T3,
18216523,Support,T1,T2,
18257399,Support,T4,T1,
18257399,Support,T3,T1,
18257399,Support,T2,T1,
18281662,Attack,T4,T2,
18281662,Partial-Attack,T2,T3,
18281662,Support,T3,T6,
18285602,Support,T7,T6,
18285602,Support,T1,T2,
18285602,Support,T3,T5,
18293016,Support,T2,T3,
18293016,Support,T4,T3,
18306372,Support,T1,T3,
18306372,Support,T2,T3,
18306372,Support,T5,T3,
18306372,Support,T4,T3,
18308419,Attack,T2,T3,
18308419,Support,T6,T8,
18308419,Support,T4,T9,
18308419,Support,T5,T9,
18308419,Support,T3,T9,
18308419,Support,T9,T1,
18308419,Support,T8,T1,
18353696,Support,T1,T5,
18353696,Support,T2,T5,
18353696,Support,T3,T6,
18353696,Support,T4,T5,
18386580,Support,T2,T1,
18386580,Support,T3,T1,
18386580,Support,T4,T1,
18386581,Support,T4,T5,
18386581,Support,T3,T5,
18386581,Support,T2,T5,
18386581,Support,T1,T5,
18707619,Support,T2,T3,
18707619,Support,T1,T3,
18707619,Support,T4,T3,
18786981,Support,T6,T8,
18786981,Partial-Attack,T5,T4,
18786981,Attack,T4,T8,
18786981,Support,T3,T8,
18786981,Support,T2,T8,
18786981,Support,T1,T8,
18786981,Support,T7,T8,
18802161,Support,T2,T1,
18802161,Support,T3,T1,
18802161,Support,T4,T1,
18803678,Support,T2,T4,
18803678,Support,T1,T4,
18803678,Attack,T6,T5,
18803678,Support,T7,T4,
18803678,Support,T3,T4,
18809612,Support,T4,T5,
18809612,Support,T3,T5,
18809617,Partial-Attack,T2,T1,
18809617,Support,T5,T6,
18959455,Support,T2,T1,
18959455,Support,T3,T1,
19039808,Support,T3,T4,
19039808,Support,T2,T4,
19039808,Support,T1,T4,
19050973,Support,T3,T4,
19050973,Support,T2,T4,
19050973,Support,T1,T4,
19064973,Support,T6,T1,
19064973,Support,T5,T1,
19064973,Support,T4,T7,
19064973,Support,T3,T7,
19064973,Attack,T2,T7,
19074911,Support,T5,T1,
19074911,Support,T4,T1,
19074911,Support,T3,T1,
19074911,Support,T3,T2,
19074911,Support,T4,T2,
19194996,Support,T3,T1,
19194996,Support,T4,T1,
19194996,Support,T5,T1,
19194996,Support,T6,T1,
19199105,Partial-Attack,T7,T1,
19199105,Support,T2,T1,
19199105,Support,T4,T1,
19199105,Support,T3,T1,
19199105,Support,T5,T1,
19273701,Support,T4,T1,
19273701,Support,T3,T1,
19273701,Support,T2,T1,
19273701,Support,T5,T1,
19273701,Support,T7,T1,
19273701,Support,T6,T1,
19286422,Support,T1,T6,
19286422,Support,T4,T6,
19286422,Support,T3,T6,
19286422,Support,T2,T6,
19286422,Support,T6,T5,
19289630,Support,T1,T5,
19289630,Support,T2,T5,
19289630,Support,T3,T6,
19289630,Partial-Attack,T7,T3,
19289630,Support,T4,T6,
19330830,Support,T2,T4,
19330830,Support,T1,T4,
19330830,Support,T2,T3,
19330830,Support,T1,T3,
19333052,Support,T3,T4,
19333052,Support,T2,T5,
19333052,Support,T1,T4,
19333052,Partial-Attack,T5,T4,
19349389,Support,T3,T5,
19436289,Partial-Attack,T6,T5,
19495810,Partial-Attack,T5,T4,
19495810,Support,T6,T3,
19495810,Support,T4,T3,
19495810,Support,T7,T2,
19495810,Support,T1,T2,
19516032,Support,T3,T2,
19516032,Support,T4,T2,
19516032,Support,T5,T2,
19546404,Support,T2,T3,
19546404,Support,T4,T3,
19546404,Support,T1,T3,
19608997,Partial-Attack,T9,T8,
19608997,Support,T1,T10,
19608997,Partial-Attack,T3,T2,
19608997,Support,T2,T10,
19608997,Support,T4,T10,
19608997,Partial-Attack,T7,T6,
19608997,Support,T6,T8,
19608997,Support,T5,T10,
19621686,Support,T3,T6,
19621686,Support,T4,T7,
19621686,Support,T1,T7,
19621686,Support,T7,T5,
19621686,Support,T6,T5,
19646443,Partial-Attack,T2,T1,
19646443,Support,T3,T6,
19646443,Support,T4,T6,
19646443,Support,T5,T6,
19652072,Support,T2,T3,
19652072,Support,T4,T3,
19652072,Support,T1,T3,
19687337,Support,T5,T4,
19687337,Support,T3,T5,
19687337,Support,T2,T5,
19687337,Support,T1,T5,
19690306,Support,T2,T4,
19690306,Support,T1,T4,
19690306,Partial-Attack,T5,T4,
19690306,Support,T2,T5,
19690306,Support,T1,T5,
19691092,Partial-Attack,T7,T6,
19691092,Support,T5,T7,
19691092,Support,T4,T7,
19691092,Support,T2,T6,
19691092,Support,T3,T6,
19691092,Support,T1,T6,
19714296,Support,T5,T8,
19714296,Support,T1,T8,
19714296,Support,T6,T8,
19714296,Support,T2,T6,
19714296,Support,T4,T8,
19720909,Partial-Attack,T3,T2,
19720909,Support,T7,T2,
19720909,Support,T6,T2,
19720909,Support,T5,T2,
19720909,Support,T4,T2,
19760046,Support,T1,T3,
19760046,Support,T2,T3,
19760046,Support,T4,T3,
19760046,Support,T5,T3,
19826172,Partial-Attack,T4,T3,
19826172,Support,T3,T2,
19826172,Support,T7,T3,
19826172,Support,T6,T3,
19826172,Support,T5,T3,
19826172,Support,T1,T4,
19838842,Support,T1,T3,
19838842,Support,T2,T3,
19858379,Support,T3,T4,
19858379,Support,T2,T4,
19858379,Support,T1,T4,
19884558,Partial-Attack,T8,T7,
19884558,Support,T1,T7,
19884558,Partial-Attack,T3,T2,
19884558,Support,T2,T1,
19884558,Partial-Attack,T6,T5,
19884558,Support,T5,T8,
20003966,Support,T10,T11,
20003966,Partial-Attack,T7,T8,
20003966,Support,T1,T10,
20003966,Support,T2,T8,
20003966,Support,T3,T8,
20003966,Support,T4,T8,
20003966,Support,T5,T8,
20003966,Support,T6,T8,
20033227,Support,T11,T10,
20033227,Support,T5,T9,
20033227,Support,T4,T9,
20033227,Support,T6,T9,
20033227,Partial-Attack,T2,T1,
20033227,Support,T1,T8,
20033227,Support,T3,T8,
20033227,Support,T7,T9,
20038728,Support,T1,T6,
20038728,Support,T2,T6,
20038728,Support,T3,T6,
20038728,Support,T6,T7,
20038728,Support,T4,T6,
20038728,Support,T4,T7,
20151824,Partial-Attack,T4,T3,
20151824,Support,T2,T5,
20151824,Support,T3,T5,
20151824,Support,T1,T5,
20178647,Support,T3,T5,
20178647,Support,T4,T5,
20178647,Support,T1,T5,
20178647,Support,T2,T5,
20178647,Support,T5,T6,
20189927,Attack,T2,T1,
20189927,Partial-Attack,T4,T3,
20189927,Support,T1,T3,
20479425,Support,T1,T3,
20479425,Support,T2,T3,
20530648,Support,T2,T3,
20530648,Support,T1,T3,
20538475,Support,T5,T6,
20538475,Support,T3,T6,
20538475,Support,T4,T6,
20538475,Support,T2,T6,
20538475,Support,T1,T6,
20564162,Support,T4,T6,
20564162,Support,T3,T6,
20564162,Support,T2,T6,
20564162,Support,T1,T6,
20832982,Support,T5,T4,
20832982,Support,T2,T4,
20832982,Attack,T3,T4,
20832982,Support,T1,T4,
20842129,Support,T4,T6,
20842129,Partial-Attack,T5,T4,
20842129,Support,T1,T6,
20842129,Support,T2,T6,
20842129,Attack,T3,T2,
20855825,Support,T1,T7,
20855843,Support,T5,T7,
20855843,Support,T1,T5,
20855843,Support,T2,T5,
20855843,Support,T3,T5,
20855843,Partial-Attack,T4,T3,
20863761,Support,T3,T4,
20863761,Support,T2,T4,
20863761,Support,T1,T4,
20881891,Support,T2,T4,
20881891,Support,T1,T4,
20885302,Support,T4,T5,
20888993,Support,T2,T3,
20888993,Support,T1,T3,
20888993,Support,T3,T4,
20973982,Support,T1,T3,
20973982,Support,T4,T3,
21147514,Support,T3,T6,
21147514,Attack,T2,T6,
21147514,Support,T1,T6,
21149651,Partial-Attack,T5,T1,
21149651,Partial-Attack,T3,T2,
21149651,Support,T4,T1,
21149651,Support,T2,T1,
21149658,Support,T3,T4,
21149658,Support,T2,T4,
21208247,Support,T1,T2,
21208247,Support,T5,T2,
21208247,Support,T3,T2,
21208247,Attack,T4,T2,
21224783,Partial-Attack,T5,T1,
21224783,Support,T2,T1,
21224783,Support,T3,T1,
21224783,Support,T4,T1,
21233603,Partial-Attack,T7,T6,
21233603,Attack,T5,T6,
21233603,Support,T3,T8,
21233603,Support,T3,T6,
21233603,Support,T2,T6,
21233603,Support,T1,T7,
21237636,Support,T3,T4,
21237636,Support,T2,T3,
21237636,Support,T1,T3,
21300923,Support,T3,T4,
21300923,Support,T3,T5,
21300923,Support,T1,T5,
21300923,Partial-Attack,T6,T5,
21300930,Support,T1,T6,
21300930,Support,T2,T6,
21300930,Support,T3,T7,
21300930,Support,T4,T7,
21300930,Support,T5,T7,
21396307,Partial-Attack,T3,T2,
21396307,Support,T2,T7,
21396307,Support,T1,T7,
21396307,Support,T4,T7,
21396307,Support,T5,T7,
21439726,Partial-Attack,T5,T3,
21439726,Partial-Attack,T4,T3,
21439726,Support,T1,T7,
21439726,Support,T2,T7,
21439726,Support,T3,T7,
21444867,Support,T5,T6,
